Format Version,1.1,Take Name,Take 2026-06-19 04.10.03 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-06-19 04.10.03.102 PM,Total Frames,36281,Rotation Type,Quaternion

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Marker-10000,Marker-10000,Marker-10000,Marker-10001,Marker-10001,Marker-10001,Marker-10002,Marker-10002,Marker-10002
,,"8392B20CF49E35702710","8392B20CF49E35702710","8392B20CF49E35702710","8392B20CF49E35702711","8392B20CF49E35702711","8392B20CF49E35702711","8392B20CF49E35702712","8392B20CF49E35702712","8392B20CF49E35702712"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z
31075,258.958333,-1.529829,1.381776,1.006058,-1.550440,1.389958,0.983370,-1.573535,1.385044,1.004007
31076,258.966667,-1.530558,1.381767,1.006240,-1.550694,1.390273,0.984448,-1.574318,1.384930,1.004119
31077,258.975000,-1.530952,1.381757,1.006318,-1.551046,1.390259,0.984577,-1.574743,1.384887,1.004166
31078,258.983333,-1.531030,1.381758,1.006337,-1.550348,1.389827,0.985429,-1.574874,1.384884,1.004134
31079,258.991667,-1.530553,1.381328,1.006775,-1.551464,1.389906,0.983657,-1.574222,1.385338,1.004990
31080,259.000000,-1.530312,1.381333,1.006711,-1.551293,1.389896,0.983564,-1.573984,1.385325,1.004965
31081,259.008333,-1.530006,1.381312,1.006678,-1.550992,1.389929,0.983535,-1.574027,1.384949,1.004159
31082,259.016667,-1.529673,1.381326,1.006615,-1.550710,1.389951,0.983477,-1.573736,1.385002,1.004092
31083,259.025000,-1.529624,1.381828,1.006026,-1.550397,1.389981,0.983239,-1.573444,1.385113,1.003912
31084,259.033333,-1.529351,1.381945,1.005624,-1.550019,1.390145,0.983070,-1.573199,1.385294,1.003549
31085,259.041667,-1.529179,1.382101,1.005071,-1.549946,1.390146,0.982333,-1.572987,1.385478,1.003007
31086,259.050000,-1.529062,1.382292,1.004310,-1.549848,1.390257,0.981535,-1.572944,1.385682,1.002241
31087,259.058333,-1.528991,1.382533,1.003444,-1.549765,1.390390,0.980594,-1.572836,1.385946,1.001329
31088,259.066667,-1.528968,1.382774,1.002458,-1.549806,1.390543,0.979591,-1.572878,1.386159,1.000338
31089,259.075000,-1.528947,1.383019,1.001455,-1.549656,1.390778,0.978734,-1.572814,1.386421,0.999326
31090,259.083333,-1.528675,1.383266,1.000694,-1.549765,1.390810,0.977515,-1.572860,1.386624,0.998288
31091,259.091667,-1.528933,1.383486,0.999505,-1.549721,1.390934,0.976548,-1.572649,1.386991,0.997546
31092,259.100000,-1.528851,1.383760,0.998760,-1.549716,1.391016,0.975573,-1.572673,1.387175,0.996600
31093,259.108333,-1.528848,1.383978,0.997904,-1.549659,1.391119,0.974699,-1.572607,1.387421,0.995638
31094,259.116667,-1.528930,1.384090,0.996984,-1.549468,1.391271,0.974122,-1.572524,1.387605,0.994989
31095,259.125000,-1.528951,1.384208,0.996392,-1.549572,1.391233,0.973342,-1.572569,1.387718,0.994317
31096,259.133333,-1.528856,1.384206,0.996103,-1.549639,1.391262,0.972925,-1.572787,1.387732,0.993582
31097,259.141667,-1.528907,1.384279,0.995728,-1.549755,1.391308,0.972583,-1.572891,1.387799,0.993271
31098,259.150000,-1.529002,1.384330,0.995502,-1.549324,1.391600,0.972949,-1.573037,1.387787,0.993093
31099,259.158333,-1.529128,1.384400,0.995276,-1.549497,1.391609,0.972705,-1.573110,1.387823,0.992933
31100,259.166667,-1.529319,1.384519,0.995083,-1.549647,1.391629,0.972456,-1.573241,1.387868,0.992758
31101,259.175000,-1.529456,1.384593,0.994789,-1.549812,1.391654,0.972294,-1.573424,1.387951,0.992478
31102,259.183333,-1.529602,1.384694,0.994494,-1.549963,1.391734,0.971851,-1.573525,1.388048,0.992191
31103,259.191667,-1.529738,1.384759,0.994212,-1.550128,1.391758,0.971552,-1.573750,1.388062,0.991823
31104,259.200000,-1.529863,1.384809,0.993809,-1.550208,1.391764,0.971213,-1.573822,1.388114,0.991485
31105,259.208333,-1.529921,1.384908,0.993378,-1.550195,1.391836,0.970750,-1.573672,1.388302,0.991304
31106,259.216667,-1.529860,1.385013,0.992916,-1.550158,1.391884,0.970261,-1.573581,1.388465,0.990797
31107,259.225000,-1.529734,1.385144,0.992306,-1.550027,1.391945,0.969631,-1.573470,1.388577,0.990217
31108,259.233333,-1.529583,1.385284,0.991596,-1.549960,1.392016,0.968939,-1.573529,1.388620,0.989285
31109,259.241667,-1.529444,1.385456,0.990925,-1.549813,1.392081,0.968193,-1.573387,1.388843,0.988544
31110,259.250000,-1.529307,1.385581,0.990212,-1.549722,1.392138,0.967440,-1.573150,1.389079,0.988058
31111,259.258333,-1.529241,1.385678,0.989523,-1.549681,1.392185,0.966757,-1.573132,1.389186,0.987361
31112,259.266667,-1.529211,1.385802,0.988913,-1.549650,1.392224,0.966128,-1.573222,1.389234,0.986478
31113,259.275000,-1.529160,1.385897,0.988282,-1.549576,1.392269,0.965474,-1.573168,1.389345,0.985889
31114,259.283333,-1.529137,1.386023,0.987662,-1.549552,1.392326,0.964812,-1.573129,1.389454,0.985217
31115,259.291667,-1.529115,1.386182,0.986971,-1.549847,1.392140,0.963647,-1.573043,1.389667,0.984493
31116,259.300000,-1.529041,1.386321,0.986190,-1.549768,1.392195,0.962828,-1.572939,1.389839,0.983714
31117,259.308333,-1.528910,1.386409,0.985422,-1.549631,1.392172,0.961899,-1.572768,1.390051,0.982913
31118,259.316667,-1.528508,1.386450,0.984597,-1.549262,1.392186,0.961069,-1.572492,1.390242,0.982033
31119,259.325000,-1.527916,1.386507,0.983791,-1.548642,1.392268,0.960242,-1.571892,1.390538,0.981136
31120,259.333333,-1.527085,1.386551,0.983007,-1.547704,1.392279,0.959370,-1.571037,1.390780,0.980219
31121,259.341667,-1.526009,1.386574,0.981967,-1.546676,1.392350,0.958364,-1.569955,1.391083,0.979286
31122,259.350000,-1.524768,1.386605,0.980860,-1.545388,1.392347,0.957216,-1.568585,1.391410,0.978287
31123,259.358333,-1.523386,1.386632,0.979649,-1.543963,1.392362,0.955960,-1.567056,1.391721,0.977090
31124,259.366667,-1.521915,1.386617,0.978350,-1.542456,1.392421,0.954606,-1.565609,1.392030,0.975749
31125,259.375000,-1.520323,1.386573,0.976919,-1.540763,1.392354,0.953165,-1.563907,1.392364,0.974302
31126,259.383333,-1.518633,1.386511,0.975370,-1.539031,1.392317,0.951562,-1.562165,1.392689,0.972735
31127,259.391667,-1.516922,1.386507,0.973801,-1.537270,1.392224,0.949882,-1.560409,1.392994,0.971072
31128,259.400000,-1.515149,1.386425,0.972058,-1.535504,1.392162,0.948131,-1.558622,1.393300,0.969277
31129,259.408333,-1.513367,1.386323,0.970343,-1.533730,1.392068,0.946319,-1.556850,1.393568,0.967421
31130,259.416667,-1.511603,1.386186,0.968593,-1.531926,1.391922,0.944494,-1.555073,1.393786,0.965554
31131,259.425000,-1.509821,1.386038,0.966802,-1.530040,1.391717,0.942647,-1.553180,1.394019,0.963677
31132,259.433333,-1.507948,1.385798,0.964982,-1.528106,1.391537,0.940833,-1.551218,1.394185,0.961765
31133,259.441667,-1.506072,1.385609,0.963205,-1.526059,1.391248,0.939022,-1.549236,1.394334,0.959879
31134,259.450000,-1.504000,1.385292,0.961512,-1.523822,1.390946,0.937264,-1.547096,1.394454,0.957975
31135,259.458333,-1.501801,1.384939,0.959876,-1.521618,1.390609,0.935650,-1.544850,1.394517,0.956242
31136,259.466667,-1.499579,1.384539,0.958431,-1.519364,1.390261,0.934172,-1.542524,1.394532,0.954706
31137,259.475000,-1.497301,1.384066,0.957128,-1.517077,1.389920,0.932825,-1.540126,1.394545,0.953314
31138,259.483333,-1.494995,1.383538,0.955952,-1.514716,1.389463,0.931632,-1.537712,1.394508,0.952035
31139,259.491667,-1.492619,1.382967,0.954860,-1.512252,1.389047,0.930598,-1.535241,1.394462,0.951037
31140,259.500000,-1.490232,1.382367,0.954046,-1.509504,1.388423,0.930072,-1.532660,1.394353,0.950251
31141,259.508333,-1.487872,1.381780,0.953423,-1.507133,1.387960,0.929472,-1.530124,1.394199,0.949670
31142,259.516667,-1.485830,1.381281,0.953099,-1.505052,1.387619,0.929087,-1.527833,1.394045,0.949331
31143,259.525000,-1.484274,1.380960,0.952989,-1.503484,1.387338,0.928899,-1.526229,1.393920,0.949179
31144,259.533333,-1.483336,1.380711,0.953010,-1.502436,1.387102,0.928849,-1.525259,1.393854,0.949118
31145,259.541667,-1.482988,1.380648,0.953151,-1.502102,1.387110,0.929012,-1.524875,1.393812,0.949164
31146,259.550000,-1.483150,1.380671,0.953328,-1.502262,1.387157,0.929194,-1.525041,1.393832,0.949394
31147,259.558333,-1.483696,1.380778,0.953479,-1.502780,1.387189,0.929346,-1.525631,1.393912,0.949641
31148,259.566667,-1.484440,1.380998,0.953550,-1.503553,1.387366,0.929377,-1.526423,1.393980,0.949737
31149,259.575000,-1.485268,1.381220,0.953538,-1.504383,1.387491,0.929380,-1.527283,1.394064,0.949735
31150,259.583333,-1.486015,1.381417,0.953490,-1.505252,1.387655,0.929244,-1.528160,1.394117,0.949723
31151,259.591667,-1.486782,1.381634,0.953552,-1.505988,1.387836,0.929311,-1.528970,1.394136,0.949700
31152,259.600000,-1.487455,1.381819,0.953516,-1.506652,1.387948,0.929337,-1.529713,1.394180,0.949652
31153,259.608333,-1.487972,1.381940,0.953623,-1.507202,1.388049,0.929428,-1.530379,1.394216,0.949646
31154,259.616667,-1.488374,1.382013,0.953666,-1.507582,1.388161,0.929629,-1.530821,1.394298,0.949728
31155,259.625000,-1.488642,1.382127,0.953993,-1.507467,1.388306,0.930274,-1.530771,1.393990,0.950309
31156,259.633333,-1.488627,1.382122,0.954329,-1.507738,1.388238,0.930282,-1.531012,1.394314,0.950428
31157,259.641667,-1.488460,1.382034,0.954796,-1.507648,1.388325,0.930763,-1.530936,1.394250,0.950873
31158,259.650000,-1.488269,1.381989,0.955290,-1.507485,1.388297,0.931244,-1.530728,1.394230,0.951442
31159,259.658333,-1.488099,1.381921,0.955891,-1.507365,1.388354,0.931809,-1.530489,1.394153,0.952025
31160,259.666667,-1.487984,1.381863,0.956500,-1.507197,1.388338,0.932380,-1.530253,1.394104,0.952660
31161,259.675000,-1.487905,1.381818,0.957004,-1.507158,1.388416,0.932944,-1.530116,1.394104,0.953339
31162,259.683333,-1.487896,1.381803,0.957555,-1.507118,1.388418,0.933445,-1.529893,1.393739,0.954291
31163,259.691667,-1.487972,1.381791,0.957969,-1.507474,1.388655,0.933690,-1.530212,1.394059,0.954514
31164,259.700000,-1.488136,1.381784,0.958418,-1.507611,1.388681,0.934130,-1.530383,1.394025,0.954978
31165,259.708333,-1.488330,1.381774,0.958887,-1.507836,1.388777,0.934603,-1.530625,1.393998,0.955471
31166,259.716667,-1.488570,1.381779,0.959343,-1.508084,1.388840,0.935093,-1.530872,1.393972,0.955926
31167,259.725000,-1.488919,1.381865,0.959846,-1.508400,1.388958,0.935595,-1.531189,1.393998,0.956456
31168,259.733333,-1.489234,1.381900,0.960278,-1.508728,1.388996,0.936054,-1.531586,1.393927,0.956926
31169,259.741667,-1.489611,1.381976,0.960780,-1.509156,1.389086,0.936572,-1.532015,1.393926,0.957461
31170,259.750000,-1.490060,1.382098,0.961250,-1.509579,1.389195,0.937050,-1.532443,1.393933,0.957971
31171,259.758333,-1.490505,1.382177,0.961743,-1.510076,1.389298,0.937550,-1.532943,1.393959,0.958460
31172,259.766667,-1.490940,1.382254,0.962120,-1.510536,1.389404,0.937951,-1.533445,1.393938,0.958890
31173,259.775000,-1.491397,1.382361,0.962588,-1.510987,1.389522,0.938409,-1.533905,1.393929,0.959301
31174,259.783333,-1.491704,1.382404,0.962968,-1.511307,1.389532,0.938836,-1.534278,1.393920,0.959737
31175,259.791667,-1.492005,1.382411,0.963471,-1.511618,1.389615,0.939343,-1.534602,1.393899,0.960211
31176,259.800000,-1.492267,1.382410,0.963955,-1.511907,1.389675,0.939873,-1.534889,1.393854,0.960725
31177,259.808333,-1.492577,1.382473,0.964595,-1.512153,1.389733,0.940502,-1.535162,1.393821,0.961284
31178,259.816667,-1.492804,1.382450,0.965297,-1.512423,1.389820,0.941240,-1.535440,1.393770,0.961973
31179,259.825000,-1.493014,1.382455,0.966001,-1.512638,1.389854,0.941999,-1.535657,1.393716,0.962792
31180,259.833333,-1.493248,1.382432,0.966836,-1.512882,1.389915,0.942839,-1.535914,1.393664,0.963678
31181,259.841667,-1.493479,1.382389,0.967729,-1.513131,1.389999,0.943755,-1.536146,1.393592,0.964635
31182,259.850000,-1.493705,1.382349,0.968675,-1.513377,1.390041,0.944734,-1.536414,1.393505,0.965619
31183,259.858333,-1.494028,1.382349,0.969728,-1.513653,1.390091,0.945803,-1.536706,1.393422,0.966686
31184,259.866667,-1.494314,1.382279,0.970814,-1.513928,1.390150,0.946951,-1.537027,1.393324,0.967833
31185,259.875000,-1.494571,1.382185,0.972017,-1.514267,1.390239,0.948256,-1.537311,1.393206,0.969075
31186,259.883333,-1.494844,1.382079,0.973386,-1.514486,1.390266,0.949599,-1.537597,1.393051,0.970448
31187,259.891667,-1.495116,1.381963,0.974774,-1.514781,1.390272,0.951045,-1.537908,1.392898,0.971941
31188,259.900000,-1.495425,1.381841,0.976289,-1.515067,1.390306,0.952591,-1.538200,1.392754,0.973516
31189,259.908333,-1.495733,1.381712,0.977806,-1.515450,1.390404,0.954233,-1.538565,1.392578,0.975147
31190,259.916667,-1.496179,1.381643,0.979434,-1.515823,1.390366,0.955836,-1.538961,1.392372,0.976863
31191,259.925000,-1.496644,1.381525,0.981021,-1.516330,1.390359,0.957558,-1.539467,1.392139,0.978654
31192,259.933333,-1.497329,1.381433,0.982703,-1.517120,1.390440,0.959312,-1.540208,1.391923,0.980351
31193,259.941667,-1.498232,1.381439,0.984427,-1.518018,1.390469,0.961028,-1.541147,1.391656,0.982140
31194,259.950000,-1.499274,1.381414,0.986079,-1.519109,1.390509,0.962766,-1.542269,1.391383,0.983868
31195,259.958333,-1.500417,1.381355,0.987707,-1.520314,1.390547,0.964468,-1.543474,1.391142,0.985553
31196,259.966667,-1.501715,1.381386,0.989330,-1.521674,1.390584,0.966147,-1.544835,1.390808,0.987217
31197,259.975000,-1.503045,1.381375,0.990947,-1.523086,1.390643,0.967812,-1.546294,1.390496,0.988836
31198,259.983333,-1.504482,1.381381,0.992489,-1.524542,1.390632,0.969398,-1.547784,1.390183,0.990450
31199,259.991667,-1.505939,1.381365,0.994023,-1.526045,1.390633,0.970954,-1.549300,1.389865,0.991944
31200,260.000000,-1.507421,1.381344,0.995423,-1.527534,1.390643,0.972368,-1.550804,1.389543,0.993359
31201,260.008333,-1.508916,1.381332,0.996770,-1.529064,1.390625,0.973733,-1.552313,1.389225,0.994690
31202,260.016667,-1.510412,1.381349,0.997980,-1.530616,1.390592,0.974967,-1.553905,1.388882,0.995888
31203,260.025000,-1.511889,1.381362,0.999071,-1.532125,1.390564,0.976075,-1.554991,1.388904,0.997763
31204,260.033333,-1.513988,1.381255,0.999607,-1.533635,1.390536,0.977064,-1.556904,1.388258,0.997876
31205,260.041667,-1.515370,1.381316,1.000443,-1.535070,1.390546,0.977887,-1.558311,1.388005,0.998689
31206,260.050000,-1.516742,1.381381,1.001077,-1.536386,1.390493,0.978506,-1.559701,1.387758,0.999327
31207,260.058333,-1.517255,1.381479,1.001962,-1.537564,1.390497,0.979056,-1.560822,1.387583,0.999817
31208,260.066667,-1.518929,1.381387,1.001888,-1.538534,1.390420,0.979415,-1.561866,1.387396,1.000179
31209,260.075000,-1.519605,1.381418,1.002198,-1.539263,1.390463,0.979701,-1.562588,1.387315,1.000439
31210,260.083333,-1.519977,1.381441,1.002418,-1.539639,1.390435,0.979867,-1.563005,1.387279,1.000579
31211,260.091667,-1.520092,1.381434,1.002452,-1.539760,1.390422,0.979902,-1.563130,1.387270,1.000614
31212,260.100000,-1.519994,1.381436,1.002421,-1.539678,1.390425,0.979884,-1.563017,1.387256,1.000605
31213,260.108333,-1.519765,1.381444,1.002365,-1.539445,1.390449,0.979843,-1.562744,1.387246,1.000580
31214,260.116667,-1.519507,1.381346,1.002152,-1.539240,1.390454,0.979737,-1.562456,1.387257,1.000496
31215,260.125000,-1.519204,1.381344,1.002086,-1.538943,1.390417,0.979644,-1.562213,1.387313,1.000413
31216,260.133333,-1.518912,1.381400,1.001942,-1.538667,1.390429,0.979452,-1.561948,1.387385,1.000238
31217,260.141667,-1.517983,1.381570,1.002089,-1.538387,1.390498,0.979125,-1.561633,1.387536,0.999942
31218,260.150000,-1.518400,1.381592,1.001155,-1.538147,1.390565,0.978647,-1.561391,1.387689,0.999431
31219,260.158333,-1.518143,1.381758,1.000618,-1.537897,1.390612,0.977995,-1.561160,1.387832,0.998803
31220,260.166667,-1.517902,1.381899,0.999849,-1.537681,1.390705,0.977209,-1.560917,1.388067,0.998039
31221,260.175000,-1.517731,1.382038,0.999036,-1.537501,1.390812,0.976365,-1.560717,1.388248,0.997252
31222,260.183333,-1.517527,1.382174,0.998207,-1.537324,1.390883,0.975506,-1.560575,1.388459,0.996362
31223,260.191667,-1.517357,1.382337,0.997364,-1.537146,1.390996,0.974666,-1.560382,1.388644,0.995537
31224,260.200000,-1.517162,1.382513,0.996631,-1.536964,1.391047,0.973883,-1.560197,1.388821,0.994739
31225,260.208333,-1.516954,1.382687,0.995821,-1.536764,1.391128,0.973041,-1.560040,1.389052,0.993876
31226,260.216667,-1.516168,1.382930,0.995494,-1.536574,1.391201,0.972250,-1.559846,1.389239,0.993141
31227,260.225000,-1.516026,1.383081,0.994928,-1.536443,1.391260,0.971620,-1.559707,1.389420,0.992503
31228,260.233333,-1.515937,1.383174,0.994504,-1.536384,1.391287,0.971181,-1.559676,1.389504,0.991967
31229,260.241667,-1.515960,1.383234,0.994137,-1.536405,1.391295,0.970856,-1.559685,1.389563,0.991621
31230,260.250000,-1.516035,1.383280,0.993855,-1.536451,1.391336,0.970591,-1.559741,1.389616,0.991410
31231,260.258333,-1.516149,1.383318,0.993706,-1.536584,1.391350,0.970462,-1.559846,1.389634,0.991307
31232,260.266667,-1.516285,1.383396,0.993559,-1.536702,1.391393,0.970313,-1.559969,1.389670,0.991255
31233,260.275000,-1.516378,1.383446,0.993485,-1.536794,1.391413,0.970225,-1.560035,1.389706,0.991175
31234,260.283333,-1.516442,1.383476,0.993426,-1.536840,1.391429,0.970153,-1.560091,1.389739,0.991117
31235,260.291667,-1.516459,1.383506,0.993346,-1.536831,1.391435,0.970060,-1.560074,1.389766,0.991035
31236,260.300000,-1.516413,1.383532,0.993218,-1.536758,1.391456,0.969933,-1.560011,1.389798,0.990894
31237,260.308333,-1.516320,1.383539,0.993033,-1.536679,1.391479,0.969705,-1.559865,1.389880,0.990676
31238,260.316667,-1.516197,1.383600,0.992699,-1.536506,1.391484,0.969458,-1.559772,1.389946,0.990404
31239,260.325000,-1.516087,1.383693,0.992351,-1.536446,1.391500,0.969085,-1.559711,1.390005,0.990020
31240,260.333333,-1.516029,1.383801,0.991937,-1.536442,1.391538,0.968592,-1.559669,1.390109,0.989567
31241,260.341667,-1.516021,1.383910,0.991405,-1.536480,1.391586,0.968054,-1.559702,1.390220,0.989051
31242,260.350000,-1.516027,1.384001,0.990916,-1.536497,1.391635,0.967497,-1.559716,1.390363,0.988510
31243,260.358333,-1.515905,1.384173,0.990529,-1.536520,1.391646,0.966966,-1.559732,1.390417,0.987962
31244,260.366667,-1.515996,1.384146,0.989901,-1.536467,1.391700,0.966465,-1.559700,1.390518,0.987454
31245,260.375000,-1.515957,1.384262,0.989448,-1.536381,1.391742,0.966001,-1.559609,1.390589,0.987011
31246,260.383333,-1.515848,1.384315,0.988961,-1.536268,1.391760,0.965510,-1.559490,1.390734,0.986513
31247,260.391667,-1.515803,1.384457,0.988431,-1.536186,1.391796,0.964948,-1.559407,1.390849,0.985987
31248,260.400000,-1.515769,1.384573,0.987835,-1.536183,1.391802,0.964378,-1.559410,1.390963,0.985385
31249,260.408333,-1.515738,1.384682,0.987273,-1.536116,1.391870,0.963749,-1.559390,1.391046,0.984777
31250,260.416667,-1.515713,1.384795,0.986617,-1.536169,1.391930,0.963055,-1.559341,1.391221,0.984104
31251,260.425000,-1.515691,1.384957,0.985829,-1.536143,1.391967,0.962260,-1.559345,1.391389,0.983323
31252,260.433333,-1.515614,1.385116,0.985007,-1.536066,1.392032,0.961359,-1.559267,1.391522,0.982449
31253,260.441667,-1.515528,1.385257,0.984003,-1.535991,1.392047,0.960345,-1.559200,1.391688,0.981411
31254,260.450000,-1.515397,1.385446,0.982772,-1.535866,1.392064,0.959090,-1.559062,1.391892,0.980200
31255,260.458333,-1.515254,1.385636,0.981480,-1.535694,1.392120,0.957736,-1.558914,1.392124,0.978802
31256,260.466667,-1.515042,1.385779,0.980102,-1.535474,1.392136,0.956278,-1.558667,1.392352,0.977374
31257,260.475000,-1.514737,1.385905,0.978573,-1.535060,1.392180,0.954757,-1.558308,1.392545,0.975820
31258,260.483333,-1.514276,1.386029,0.977026,-1.534475,1.392151,0.953126,-1.557687,1.392813,0.974228
31259,260.491667,-1.513492,1.386051,0.975349,-1.533712,1.392135,0.951468,-1.556943,1.393083,0.972501
31260,260.500000,-1.512531,1.386050,0.973643,-1.532681,1.392029,0.949735,-1.555954,1.393320,0.970730
31261,260.508333,-1.511427,1.386032,0.971974,-1.531536,1.391938,0.948005,-1.554825,1.393553,0.968957
31262,260.516667,-1.510203,1.385977,0.970361,-1.530246,1.391848,0.946294,-1.553550,1.393745,0.967185
31263,260.525000,-1.508860,1.385855,0.968787,-1.528889,1.391687,0.944714,-1.552185,1.393915,0.965465
31264,260.533333,-1.507492,1.385677,0.967424,-1.527448,1.391519,0.943289,-1.550786,1.394029,0.963960
31265,260.541667,-1.505920,1.385445,0.966257,-1.525857,1.391377,0.942208,-1.549239,1.394153,0.962746
31266,260.550000,-1.504179,1.385092,0.965418,-1.524106,1.391161,0.941399,-1.547429,1.394208,0.961968
31267,260.558333,-1.502443,1.384789,0.964897,-1.522333,1.390962,0.940882,-1.545557,1.394206,0.961478
31268,260.566667,-1.500657,1.384423,0.964580,-1.520602,1.390742,0.940679,-1.543727,1.394239,0.961229
31269,260.575000,-1.498997,1.384033,0.964736,-1.518898,1.390597,0.940760,-1.541960,1.394241,0.961295
31270,260.583333,-1.497417,1.383661,0.965076,-1.517218,1.390381,0.941069,-1.540279,1.394189,0.961639
31271,260.591667,-1.495828,1.383193,0.965596,-1.515587,1.390157,0.941554,-1.538658,1.394130,0.962122
31272,260.600000,-1.494298,1.382776,0.966235,-1.514003,1.389958,0.942142,-1.537021,1.394058,0.962687
31273,260.608333,-1.492757,1.382303,0.966765,-1.512361,1.389737,0.942754,-1.535326,1.393983,0.963371
31274,260.616667,-1.491227,1.381839,0.967401,-1.510838,1.389536,0.943418,-1.533673,1.393857,0.964118
31275,260.625000,-1.489817,1.381436,0.968077,-1.509311,1.389283,0.944046,-1.532086,1.393703,0.964932
31276,260.633333,-1.488580,1.381091,0.968650,-1.508038,1.389154,0.944685,-1.530809,1.393593,0.965677
31277,260.641667,-1.487610,1.380802,0.969223,-1.507007,1.388965,0.945234,-1.529839,1.393440,0.966259
31278,260.650000,-1.487036,1.380643,0.969637,-1.506347,1.388887,0.945706,-1.529201,1.393387,0.966730
31279,260.658333,-1.486828,1.380535,0.970105,-1.506209,1.388874,0.946132,-1.528988,1.393337,0.967111
31280,260.666667,-1.487042,1.380554,0.970418,-1.506364,1.388887,0.946504,-1.529146,1.393310,0.967489
31281,260.675000,-1.487492,1.380603,0.970756,-1.506886,1.389004,0.946844,-1.529668,1.393262,0.967815
31282,260.683333,-1.488038,1.380689,0.971063,-1.507423,1.389073,0.947128,-1.530280,1.393295,0.968118
31283,260.691667,-1.488714,1.380867,0.971277,-1.508118,1.389225,0.947346,-1.530980,1.393301,0.968367
31284,260.700000,-1.489395,1.381001,0.971449,-1.508825,1.389289,0.947582,-1.531751,1.393295,0.968615
31285,260.708333,-1.490076,1.381143,0.971736,-1.509565,1.389448,0.947827,-1.532475,1.393303,0.968867
31286,260.716667,-1.490704,1.381264,0.971917,-1.510153,1.389536,0.948064,-1.533151,1.393296,0.969121
31287,260.725000,-1.491240,1.381344,0.972215,-1.510722,1.389628,0.948349,-1.533748,1.393285,0.969408
31288,260.733333,-1.491650,1.381368,0.972576,-1.511124,1.389686,0.948740,-1.534212,1.393223,0.969664
31289,260.741667,-1.491959,1.381397,0.972911,-1.511339,1.389729,0.949145,-1.534517,1.393197,0.969998
31290,260.750000,-1.492120,1.381370,0.973351,-1.511442,1.389741,0.949694,-1.534653,1.393164,0.970489
31291,260.758333,-1.492091,1.381260,0.973990,-1.511382,1.389702,0.950309,-1.534627,1.393079,0.971121
31292,260.766667,-1.491875,1.381106,0.974716,-1.511255,1.389702,0.951003,-1.534453,1.392950,0.971859
31293,260.775000,-1.491689,1.380964,0.975519,-1.511114,1.389708,0.951823,-1.534194,1.392832,0.972751
31294,260.783333,-1.491514,1.380800,0.976347,-1.511006,1.389639,0.952692,-1.533983,1.392684,0.973694
31295,260.791667,-1.491417,1.380650,0.977163,-1.510893,1.389596,0.953551,-1.533912,1.392526,0.974661
31296,260.800000,-1.491403,1.380509,0.978103,-1.510893,1.389582,0.954506,-1.533895,1.392392,0.975627
31297,260.808333,-1.491466,1.380393,0.979043,-1.510946,1.389562,0.955486,-1.533970,1.392290,0.976629
31298,260.816667,-1.491565,1.380297,0.979980,-1.511049,1.389568,0.956462,-1.534061,1.392177,0.977627
31299,260.825000,-1.491713,1.380207,0.980921,-1.511196,1.389568,0.957435,-1.534246,1.392073,0.978597
31300,260.833333,-1.491962,1.380120,0.981850,-1.511469,1.389600,0.958413,-1.534493,1.391947,0.979562
31301,260.841667,-1.492271,1.380088,0.982794,-1.511782,1.389607,0.959345,-1.534807,1.391847,0.980543
31302,260.850000,-1.492621,1.380034,0.983652,-1.512147,1.389636,0.960214,-1.535209,1.391759,0.981400
31303,260.858333,-1.492976,1.379971,0.984483,-1.512501,1.389621,0.961093,-1.535598,1.391633,0.982245
31304,260.866667,-1.493347,1.379936,0.985206,-1.512880,1.389670,0.961949,-1.535977,1.391515,0.983087
31305,260.875000,-1.493630,1.379844,0.986044,-1.513165,1.389656,0.962799,-1.536299,1.391348,0.983927
31306,260.883333,-1.493860,1.379732,0.986914,-1.513462,1.389635,0.963709,-1.536517,1.391220,0.984817
31307,260.891667,-1.494037,1.379604,0.987773,-1.513608,1.389619,0.964578,-1.536718,1.391053,0.985714
31308,260.900000,-1.494161,1.379485,0.988618,-1.513684,1.389575,0.965443,-1.536862,1.390913,0.986546
31309,260.908333,-1.494248,1.379357,0.989518,-1.513810,1.389497,0.966348,-1.536934,1.390784,0.987505
31310,260.916667,-1.494354,1.379201,0.990431,-1.513885,1.389452,0.967309,-1.537060,1.390589,0.988445
31311,260.925000,-1.494462,1.379061,0.991325,-1.513996,1.389402,0.968218,-1.537144,1.390455,0.989381
31312,260.933333,-1.494566,1.378933,0.992116,-1.514090,1.389360,0.969089,-1.537271,1.390276,0.990234
31313,260.941667,-1.494685,1.378816,0.992952,-1.514253,1.389328,0.969975,-1.537409,1.390130,0.991077
31314,260.950000,-1.494834,1.378702,0.993688,-1.514380,1.389254,0.970720,-1.537531,1.389995,0.991862
31315,260.958333,-1.494984,1.378561,0.994489,-1.514533,1.389219,0.971539,-1.537706,1.389840,0.992655
31316,260.966667,-1.495167,1.378416,0.995206,-1.514732,1.389150,0.972362,-1.537883,1.389678,0.993460
31317,260.975000,-1.495373,1.378326,0.995975,-1.514914,1.389128,0.973102,-1.538122,1.389503,0.994223
